age,job,marital,education,default,housing,loan,channel,month,day_of_week,cur_campaign_cnt,prev_campaign_days,prev_campaign_cnt,prev_campaign_outcome,deposit
34,business,single,graduate/professional,no,no,yes,push,jun,fri,4,,0,nonexistent,0
52,self-employed,single,undergraduate,unknown,yes,no,push,jun,fri,1,,0,nonexistent,0
56,technology,married,unknown,no,no,no,push,jun,fri,2,,0,nonexistent,0
42,other,single,undergraduate,no,no,no,push,jun,fri,2,,0,nonexistent,0
39,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
39,trade,divorced,other,no,unknown,unknown,push,jun,fri,1,,0,nonexistent,0
47,other,married,undergraduate,no,no,no,push,jun,fri,1,,0,nonexistent,0
49,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
56,other,married,high school,no,yes,no,push,jun,fri,20,,0,nonexistent,0
46,other,married,high school,no,no,no,push,jun,fri,2,,0,nonexistent,0
53,trade,divorced,other,unknown,no,no,push,jun,fri,3,,0,nonexistent,0
38,unemployed,married,other,no,no,no,push,jun,fri,1,,0,nonexistent,0
36,other,divorced,high school,no,yes,yes,push,jun,fri,5,,0,nonexistent,0
33,trade,married,other,unknown,unknown,unknown,push,jun,fri,1,,0,nonexistent,0
33,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
34,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
54,technology,married,undergraduate,unknown,no,no,push,jun,fri,2,,0,nonexistent,0
47,retired,married,other,unknown,no,no,push,jun,fri,2,,0,nonexistent,0
36,trade,married,high school,no,no,yes,push,jun,fri,3,,0,nonexistent,0
35,trade,divorced,other,unknown,no,no,push,jun,fri,2,,0,nonexistent,0
39,unemployed,married,graduate/professional,no,yes,no,push,jun,fri,6,,0,nonexistent,0
31,services,married,high school,no,yes,no,push,jun,fri,2,,0,nonexistent,0
30,services,divorced,other,no,no,no,push,jun,fri,2,,0,nonexistent,0
34,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
39,technology,married,graduate/professional,no,yes,no,push,jun,fri,2,,0,nonexistent,0
41,unemployed,married,unknown,no,no,no,push,jun,fri,3,,0,nonexistent,0
41,technology,married,undergraduate,no,no,yes,push,jun,fri,1,,0,nonexistent,0
29,other,married,undergraduate,no,no,no,push,jun,fri,4,,0,nonexistent,0
50,business,married,other,no,yes,no,push,jun,fri,2,,0,nonexistent,0
36,other,married,high school,no,no,no,push,jun,fri,4,,0,nonexistent,0
43,trade,married,other,no,yes,no,push,jun,fri,6,,0,nonexistent,0
31,technology,married,undergraduate,no,yes,no,push,jun,fri,3,,0,nonexistent,0
35,technology,married,graduate/professional,unknown,yes,no,push,jun,fri,2,,0,nonexistent,0
49,trade,married,other,unknown,no,no,push,jun,fri,4,,0,nonexistent,0
45,technology,married,graduate/professional,unknown,no,no,push,jun,fri,3,,0,nonexistent,0
33,other,single,undergraduate,no,yes,no,push,jun,fri,10,,0,nonexistent,0
41,trade,married,other,unknown,no,no,push,jun,fri,3,,0,nonexistent,0
42,services,single,high school,no,no,no,push,jun,fri,4,,0,nonexistent,0
41,technology,divorced,other,no,yes,no,push,jun,fri,2,,0,nonexistent,0
43,education,married,high school,no,yes,yes,push,jun,fri,2,,0,nonexistent,0
40,trade,married,high school,no,no,no,push,jun,fri,2,,0,nonexistent,0
40,technology,married,other,no,no,no,push,jun,fri,4,,0,nonexistent,0
39,trade,single,other,no,no,yes,push,jun,fri,4,,0,nonexistent,0
42,other,single,undergraduate,no,yes,no,push,jun,fri,3,,0,nonexistent,0
38,other,single,undergraduate,unknown,yes,no,push,jun,fri,7,,0,nonexistent,0
32,trade,married,other,no,no,no,push,jun,fri,2,,0,nonexistent,0
43,other,divorced,undergraduate,no,no,no,push,jun,fri,3,,0,nonexistent,0
38,technology,married,graduate/professional,no,yes,no,push,jun,fri,4,,0,nonexistent,0
34,technology,single,graduate/professional,no,no,no,push,jun,fri,2,,0,nonexistent,0
44,other,divorced,undergraduate,no,yes,no,push,jun,fri,6,,0,nonexistent,0
48,self-employed,married,other,unknown,no,no,push,jun,fri,4,,0,nonexistent,0
34,technology,married,undergraduate,no,no,no,push,jun,fri,2,,0,nonexistent,0
35,technology,married,other,no,yes,no,push,jun,fri,2,,0,nonexistent,0
25,trade,single,high school,no,yes,no,push,jun,fri,3,,0,nonexistent,0
51,self-employed,married,undergraduate,unknown,no,no,push,jun,fri,2,,0,nonexistent,0
31,business,married,high school,no,yes,no,push,jun,fri,3,,0,nonexistent,0
29,technology,married,undergraduate,no,no,yes,push,jun,fri,4,,0,nonexistent,0
27,self-employed,single,undergraduate,no,no,yes,push,jun,fri,4,,0,nonexistent,0
55,other,married,other,unknown,no,no,push,jun,fri,9,,0,nonexistent,1
47,retired,married,other,unknown,no,yes,push,jun,fri,3,,0,nonexistent,0
27,technology,single,graduate/professional,no,no,no,push,jun,fri,5,,0,nonexistent,0
41,retail,married,undergraduate,unknown,no,no,push,jun,fri,3,,0,nonexistent,0
54,trade,married,other,no,no,no,push,jun,fri,6,,0,nonexistent,0
54,other,married,unknown,unknown,no,no,push,jun,fri,16,,0,nonexistent,0
32,other,single,undergraduate,no,unknown,unknown,push,jun,fri,4,,0,nonexistent,0
29,technology,married,graduate/professional,no,no,no,push,jun,fri,1,,0,nonexistent,0
42,trade,married,other,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
32,technology,married,other,no,no,no,push,jun,fri,1,,0,nonexistent,0
47,technology,single,graduate/professional,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
25,retail,married,other,no,no,no,push,jun,fri,1,,0,nonexistent,0
40,other,married,undergraduate,no,yes,no,push,jun,fri,5,,0,nonexistent,0
34,technology,married,undergraduate,no,no,no,push,jun,fri,12,,0,nonexistent,0
33,trade,married,other,no,yes,no,push,jun,fri,1,,0,nonexistent,0
40,services,divorced,high school,no,yes,no,push,jun,fri,3,,0,nonexistent,1
37,business,married,other,no,no,no,push,jun,fri,1,,0,nonexistent,0
37,unemployed,married,graduate/professional,no,no,no,push,jun,fri,1,,0,nonexistent,0
52,trade,married,other,no,yes,no,push,jun,fri,1,,0,nonexistent,0
39,education,married,undergraduate,no,yes,no,push,jun,fri,1,,0,nonexistent,0
43,trade,divorced,other,unknown,no,yes,push,jun,fri,2,,0,nonexistent,0
39,other,single,undergraduate,unknown,no,no,push,jun,fri,5,,0,nonexistent,0
30,other,married,undergraduate,no,no,no,push,jun,fri,1,,0,nonexistent,0
35,services,married,graduate/professional,unknown,no,no,push,jun,fri,1,,0,nonexistent,0
39,education,married,undergraduate,no,yes,yes,push,jun,fri,1,,0,nonexistent,0
38,technology,single,graduate/professional,unknown,yes,no,push,jun,fri,5,,0,nonexistent,0
42,services,married,high school,no,yes,yes,push,jun,fri,1,,0,nonexistent,0
42,services,married,high school,no,yes,no,push,jun,fri,1,,0,nonexistent,0
51,trade,married,other,unknown,yes,no,push,jun,fri,1,,0,nonexistent,0
36,trade,single,high school,no,yes,no,push,jun,fri,1,,0,nonexistent,0
42,self-employed,married,undergraduate,no,yes,no,push,jun,fri,3,,0,nonexistent,0
58,retired,married,other,no,no,no,push,jun,fri,2,,0,nonexistent,0
38,services,married,other,no,no,no,push,jun,fri,1,,0,nonexistent,0
25,other,married,undergraduate,no,yes,no,push,jun,fri,1,,0,nonexistent,0
32,unemployed,divorced,other,no,no,yes,push,jun,fri,1,,0,nonexistent,0
49,other,single,high school,no,yes,no,push,jun,fri,1,,0,nonexistent,0
46,business,married,graduate/professional,unknown,no,no,push,jun,fri,7,,0,nonexistent,0
42,business,single,undergraduate,no,yes,no,push,jun,fri,1,,0,nonexistent,0
59,trade,married,other,no,yes,no,push,jun,fri,1,,0,nonexistent,0
32,retail,married,undergraduate,no,yes,no,push,jun,fri,3,,0,nonexistent,0
29,self-employed,single,undergraduate,no,no,no,push,jun,mon,10,,0,nonexistent,0
45,trade,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
32,retail,single,other,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
26,services,single,high school,no,no,yes,push,jun,mon,1,,0,nonexistent,0
47,business,married,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
29,other,single,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
26,services,single,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
46,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
48,technology,married,graduate/professional,no,yes,no,push,jun,mon,3,,0,nonexistent,0
48,trade,married,other,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
33,self-employed,married,other,no,yes,no,push,jun,mon,3,,0,nonexistent,0
31,trade,married,other,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
34,trade,married,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
25,services,single,high school,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
32,trade,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
54,trade,unknown,other,unknown,no,no,push,jun,mon,18,,0,nonexistent,0
52,self-employed,married,undergraduate,unknown,yes,yes,push,jun,mon,1,,0,nonexistent,0
45,retail,single,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
36,self-employed,married,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
38,other,divorced,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
34,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
38,trade,single,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
39,services,single,high school,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
51,services,married,high school,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
60,unknown,married,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
29,trade,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
50,trade,single,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
37,technology,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
51,business,divorced,undergraduate,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
48,technology,married,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
39,trade,married,other,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
37,other,single,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
36,technology,married,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
40,services,married,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
47,education,married,other,no,no,yes,push,jun,mon,2,,0,nonexistent,0
44,trade,married,other,unknown,yes,no,push,jun,mon,4,,0,nonexistent,0
36,trade,single,high school,no,unknown,unknown,push,jun,mon,2,,0,nonexistent,0
26,technology,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
33,other,married,undergraduate,no,no,yes,push,jun,mon,1,,0,nonexistent,0
52,retail,married,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
40,trade,married,other,unknown,unknown,unknown,push,jun,mon,1,,0,nonexistent,0
41,trade,married,other,no,yes,no,push,jun,mon,2,,0,nonexistent,0
45,other,married,undergraduate,no,yes,no,push,jun,mon,5,,0,nonexistent,0
30,trade,divorced,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
33,technology,married,graduate/professional,no,no,no,push,jun,mon,4,,0,nonexistent,0
39,other,single,unknown,no,no,yes,push,jun,mon,2,,0,nonexistent,0
33,education,married,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
31,trade,single,unknown,no,yes,no,push,jun,mon,1,,0,nonexistent,0
42,technology,divorced,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
35,business,divorced,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
56,retired,married,other,no,unknown,unknown,push,jun,mon,5,,0,nonexistent,0
52,trade,married,other,unknown,unknown,unknown,push,jun,mon,2,,0,nonexistent,0
29,other,single,undergraduate,no,no,no,push,jun,mon,10,,0,nonexistent,1
56,retired,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
38,other,married,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
60,technology,married,graduate/professional,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
56,services,married,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
39,self-employed,married,undergraduate,no,no,yes,push,jun,mon,1,,0,nonexistent,0
40,services,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
56,services,married,other,unknown,yes,yes,push,jun,mon,1,,0,nonexistent,0
30,trade,single,other,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
43,trade,married,other,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
39,other,married,high school,no,no,yes,push,jun,mon,1,,0,nonexistent,0
41,unknown,single,other,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
27,other,single,high school,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
43,technology,divorced,graduate/professional,no,yes,no,push,jun,mon,3,,0,nonexistent,0
37,technology,married,graduate/professional,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
25,services,married,high school,no,yes,no,push,jun,mon,9,,0,nonexistent,0
37,technology,married,graduate/professional,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
24,other,single,graduate/professional,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
59,retired,married,other,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
32,technology,single,undergraduate,no,no,no,push,jun,mon,2,,0,nonexistent,0
30,other,married,unknown,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
40,technology,married,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
27,services,married,high school,no,no,no,push,jun,mon,2,,0,nonexistent,0
30,trade,single,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,1
48,trade,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
37,other,divorced,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
39,trade,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
34,other,married,other,no,yes,no,push,jun,mon,3,,0,nonexistent,0
41,trade,divorced,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
34,other,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
36,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
37,other,divorced,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
42,services,married,high school,no,no,yes,push,jun,mon,3,,0,nonexistent,0
39,technology,married,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
39,services,married,high school,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
35,other,married,high school,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
35,unemployed,divorced,high school,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
34,trade,married,other,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
42,technology,single,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
49,other,divorced,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
53,other,single,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
29,other,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
32,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
29,other,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
46,self-employed,divorced,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
58,education,married,unknown,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
32,other,single,undergraduate,no,yes,yes,push,jun,mon,6,,0,nonexistent,0
44,trade,married,other,no,yes,no,push,jun,mon,6,,0,nonexistent,0
26,student,single,high school,no,no,no,push,jun,mon,1,,0,nonexistent,1
56,technology,divorced,graduate/professional,unknown,yes,no,push,jun,mon,2,,0,nonexistent,0
25,trade,married,graduate/professional,unknown,yes,no,push,jun,mon,2,,0,nonexistent,0
29,trade,single,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
44,trade,married,graduate/professional,no,no,no,push,jun,mon,1,,0,nonexistent,0
44,technology,divorced,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
44,trade,single,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
44,trade,single,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
29,trade,single,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
37,trade,married,graduate/professional,no,yes,no,push,jun,mon,2,,0,nonexistent,0
34,self-employed,married,undergraduate,no,no,no,push,jun,mon,2,,0,nonexistent,0
54,trade,married,other,unknown,yes,yes,push,jun,mon,2,,0,nonexistent,0
58,retired,divorced,graduate/professional,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
24,services,single,high school,no,no,no,push,jun,mon,1,,0,nonexistent,1
35,technology,married,graduate/professional,no,yes,yes,push,jun,mon,4,,0,nonexistent,0
30,other,divorced,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
40,technology,married,graduate/professional,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
29,trade,married,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
54,technology,single,other,no,no,no,push,jun,mon,3,,0,nonexistent,0
40,technology,married,graduate/professional,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
52,education,divorced,undergraduate,no,yes,no,push,jun,mon,3,,0,nonexistent,0
44,trade,single,other,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
34,trade,married,graduate/professional,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
31,other,single,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
30,other,single,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
36,technology,married,graduate/professional,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
26,student,single,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
36,technology,married,graduate/professional,no,no,no,push,jun,mon,1,,0,nonexistent,0
36,technology,married,graduate/professional,no,no,no,push,jun,mon,1,,0,nonexistent,0
40,retail,single,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
46,other,single,undergraduate,unknown,yes,no,push,jun,mon,1,,0,nonexistent,0
34,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
46,business,married,graduate/professional,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
27,technology,single,graduate/professional,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
36,business,married,high school,no,yes,no,push,jun,mon,4,,0,nonexistent,0
50,education,married,high school,unknown,no,no,push,jun,mon,17,,0,nonexistent,0
28,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
34,other,married,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
41,trade,single,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
41,technology,single,undergraduate,unknown,yes,yes,push,jun,mon,1,,0,nonexistent,0
40,retail,married,high school,unknown,yes,no,push,jun,mon,7,,0,nonexistent,0
25,trade,single,other,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
43,other,married,undergraduate,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
35,other,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
38,self-employed,married,other,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
45,self-employed,divorced,undergraduate,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
32,technology,married,graduate/professional,no,yes,no,push,jun,mon,2,,0,nonexistent,0
51,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
33,technology,single,high school,no,no,no,push,jun,mon,2,,0,nonexistent,0
39,self-employed,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
56,business,divorced,undergraduate,no,no,yes,push,jun,mon,1,,0,nonexistent,0
35,trade,married,other,unknown,yes,yes,push,jun,mon,1,,0,nonexistent,0
57,retired,married,other,unknown,no,yes,push,jun,mon,1,,0,nonexistent,0
54,unemployed,single,other,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
49,trade,single,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
40,technology,married,graduate/professional,no,no,no,push,jun,mon,1,,0,nonexistent,0
33,education,married,high school,no,no,yes,push,jun,mon,1,,0,nonexistent,0
33,unemployed,single,high school,no,yes,no,push,jun,mon,3,,0,nonexistent,0
24,services,single,high school,no,yes,yes,push,jun,mon,2,,0,nonexistent,0
25,technology,single,high school,no,yes,yes,push,jun,mon,2,,0,nonexistent,0
34,services,married,other,no,yes,no,push,jun,mon,2,,0,nonexistent,0
37,unemployed,single,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
39,education,married,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
32,technology,single,graduate/professional,no,no,no,push,jun,mon,1,,0,nonexistent,0
34,other,married,high school,no,yes,no,push,jun,mon,6,,0,nonexistent,1
25,services,single,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
32,other,single,graduate/professional,no,no,yes,push,jun,mon,1,,0,nonexistent,0
29,trade,married,other,no,no,yes,push,jun,mon,1,,0,nonexistent,0
59,retail,married,other,no,no,yes,push,jun,mon,1,,0,nonexistent,0
39,self-employed,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
35,technology,married,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
33,technology,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
25,technology,single,graduate/professional,no,yes,no,push,jun,mon,1,,0,nonexistent,0
60,education,married,unknown,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
44,technology,married,other,unknown,yes,no,push,jun,mon,2,,0,nonexistent,0
31,trade,married,other,no,yes,yes,push,jun,mon,2,,0,nonexistent,0
36,technology,married,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
30,services,married,undergraduate,unknown,no,yes,push,jun,mon,2,,0,nonexistent,0
36,technology,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,1
53,trade,married,other,no,no,yes,push,jun,mon,2,,0,nonexistent,0
40,unemployed,married,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
48,unemployed,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
36,other,married,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
47,trade,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
28,other,single,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
31,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
58,technology,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
36,other,single,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
34,other,single,high school,no,yes,yes,push,jun,mon,1,,0,nonexistent,0
34,technology,married,undergraduate,no,no,no,push,jun,mon,1,,0,nonexistent,0
44,other,married,undergraduate,unknown,no,no,push,jun,mon,3,,0,nonexistent,0
33,services,divorced,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
29,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
36,trade,single,other,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
43,other,single,high school,no,no,no,push,jun,mon,2,,0,nonexistent,0
32,services,married,unknown,no,no,no,push,jun,mon,4,,0,nonexistent,0
46,other,single,undergraduate,no,yes,no,push,jun,mon,1,,0,nonexistent,0
50,technology,married,graduate/professional,no,no,yes,push,jun,mon,1,,0,nonexistent,0
41,trade,single,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
38,trade,married,other,no,no,no,push,jun,mon,1,,0,nonexistent,0
41,education,married,high school,no,yes,no,push,jun,mon,1,,0,nonexistent,0
49,trade,married,other,no,unknown,unknown,push,jun,mon,4,,0,nonexistent,0
38,technology,married,high school,no,no,no,push,jun,mon,4,,0,nonexistent,0
50,services,single,other,no,no,no,push,jun,mon,3,,0,nonexistent,0
53,trade,single,other,no,yes,no,push,jun,mon,3,,0,nonexistent,0
39,other,married,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
43,education,married,other,no,yes,no,push,jun,mon,2,,0,nonexistent,0
41,services,single,high school,no,no,no,push,jun,mon,3,,0,nonexistent,0
32,trade,married,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
31,other,married,high school,no,no,no,push,jun,mon,2,,0,nonexistent,0
29,self-employed,married,high school,no,no,no,push,jun,mon,6,,0,nonexistent,0
52,business,married,other,unknown,no,no,push,jun,mon,3,,0,nonexistent,0
58,unknown,married,other,no,yes,no,push,jun,mon,1,,0,nonexistent,0
47,trade,married,other,unknown,no,no,push,jun,mon,1,,0,nonexistent,0
45,other,married,high school,no,no,no,push,jun,mon,1,,0,nonexistent,0
45,technology,married,high school,no,yes,no,push,jun,mon,3,,0,nonexistent,0
37,trade,married,high school,no,yes,no,push,jun,mon,4,,0,nonexistent,0
49,business,married,undergraduate,no,no,no,push,jun,mon,2,,0,nonexistent,0
26,technology,married,graduate/professional,no,no,no,push,jun,mon,2,,0,nonexistent,0
40,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
32,trade,married,other,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
30,trade,single,other,no,no,no,push,jun,mon,5,,0,nonexistent,0
60,education,married,undergraduate,no,no,no,push,jun,mon,2,,0,nonexistent,0
39,other,single,undergraduate,unknown,yes,no,push,jun,mon,2,,0,nonexistent,0
35,trade,married,other,no,no,yes,push,jun,mon,2,,0,nonexistent,0
32,other,single,high school,no,no,no,push,jun,mon,2,,0,nonexistent,0
28,business,single,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
48,other,married,high school,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
46,other,married,high school,unknown,yes,no,push,jun,mon,6,,0,nonexistent,0
26,other,single,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
28,trade,married,other,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
52,unknown,married,other,no,no,yes,push,jun,mon,17,,0,nonexistent,0
29,trade,single,high school,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
38,technology,married,graduate/professional,no,yes,no,push,jun,mon,2,,0,nonexistent,1
42,services,divorced,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
36,other,married,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
27,business,single,undergraduate,no,yes,no,push,jun,mon,3,,0,nonexistent,1
47,trade,married,high school,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
54,retail,married,graduate/professional,no,yes,no,push,jun,mon,4,,0,nonexistent,0
32,trade,single,other,no,yes,no,push,jun,mon,17,,0,nonexistent,0
42,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
39,self-employed,married,undergraduate,no,no,no,push,jun,mon,3,,0,nonexistent,0
37,trade,unknown,other,unknown,no,no,push,jun,mon,4,,0,nonexistent,0
25,trade,divorced,other,no,unknown,unknown,push,jun,mon,2,,0,nonexistent,0
34,education,single,high school,no,yes,no,push,jun,mon,2,,0,nonexistent,0
41,trade,divorced,other,unknown,no,no,push,jun,mon,4,,0,nonexistent,0
40,trade,married,other,no,no,no,push,jun,mon,2,,0,nonexistent,0
26,trade,single,high school,unknown,no,no,push,jun,mon,2,,0,nonexistent,0
49,other,single,undergraduate,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
60,retired,divorced,other,unknown,yes,no,push,jun,mon,4,,0,nonexistent,0
42,trade,single,other,no,no,no,push,jun,mon,5,,0,nonexistent,0
35,trade,married,high school,unknown,no,no,push,jun,mon,3,,0,nonexistent,0
30,other,married,high school,unknown,yes,no,push,jun,mon,2,,0,nonexistent,0
42,trade,married,other,unknown,yes,no,push,jun,mon,3,,0,nonexistent,0
39,other,single,undergraduate,no,yes,no,push,jun,mon,2,,0,nonexistent,0
25,technology,single,undergraduate,no,no,no,push,jun,mon,6,,0,nonexistent,0
37,other,married,high school,no,no,no,push,jun,mon,3,,0,nonexistent,0
